idPelicula,idPlataforma,precio,fechaAlta
286,2,3.47,2024-11-19
201,2,6.46,2023-04-27
18,3,18.4,2023-01-09
222,3,16.93,2022-09-28
492,1,13.38,2021-02-25
264,1,10.78,2023-10-12
163,3,19.99,2023-04-28
421,2,17.66,2021-02-06
337,1,5.83,2021-12-22
2,2,5.04,2024-10-25
178,4,12.82,2021-07-27
425,4,9.18,2021-06-04
355,1,9.49,2024-08-27
45,3,6.34,2025-04-29
292,1,18.66,2020-12-15
448,4,11.9,2024-05-29
77,4,19.86,2025-07-26
6,2,16.0,2021-12-02
477,4,5.99,2023-08-28
200,4,18.82,2020-08-14
281,2,11.93,2022-02-06
254,3,8.1,2023-04-09
64,2,14.8,2023-06-11
484,2,7.34,2020-09-26
404,4,13.09,2020-05-02
313,4,12.49,2020-05-06
112,1,15.58,2025-05-31
362,1,6.8,2022-03-06
434,3,12.62,2022-02-17
345,3,8.26,2025-06-18
427,4,15.34,2025-09-18
132,2,10.57,2020-03-01
187,1,12.88,2025-06-04
478,2,11.68,2020-06-24
340,4,9.42,2023-08-06
369,2,19.69,2025-04-10
69,3,15.97,2023-10-25
231,1,16.86,2022-07-17
498,4,6.5,2024-02-11
418,2,10.01,2024-04-07
110,2,14.25,2024-09-09
61,3,6.29,2025-09-01
242,4,13.02,2024-07-26
342,2,17.49,2021-09-14
190,3,13.23,2021-02-02
393,2,19.69,2024-05-26
146,3,14.01,2022-03-02
98,1,9.77,2023-02-22
317,2,14.13,2025-04-14
427,4,10.81,2023-08-11
257,3,10.39,2020-04-06
30,3,15.62,2025-04-14
272,4,12.18,2021-03-16
138,2,14.68,2023-12-26
334,4,6.43,2022-07-01
128,2,10.77,2024-03-20
192,2,17.96,2022-09-08
69,2,7.48,2020-09-09
285,2,19.5,2025-06-08
309,2,19.67,2025-07-17
474,4,15.78,2025-09-17
42,4,4.15,2024-08-07
456,1,18.36,2021-01-06
18,4,4.39,2020-11-03
396,3,15.25,2024-07-08
477,1,16.28,2021-07-13
229,4,19.52,2020-06-28
75,1,17.87,2025-10-09
471,1,10.76,2022-12-05
460,1,7.46,2021-01-28
262,1,6.31,2025-02-16
466,4,16.59,2022-12-11
373,2,10.72,2025-05-31
420,3,9.53,2023-07-08
134,2,17.55,2022-01-10
497,4,7.06,2023-02-16
61,3,6.0,2024-02-22
478,2,18.79,2021-10-15
338,3,16.09,2020-05-03
242,3,4.13,2024-01-12
62,4,3.63,2022-09-29
461,2,8.58,2025-02-19
149,3,6.72,2023-02-28
12,4,18.67,2020-10-17
361,2,13.05,2021-09-12
493,2,19.22,2022-06-27
165,2,10.17,2024-06-27
231,1,11.36,2025-06-30
293,4,12.82,2023-11-09
211,4,6.06,2024-04-06
460,1,11.86,2024-10-03
46,2,4.22,2023-12-01
484,2,12.79,2022-08-23
426,3,8.28,2024-04-10
329,3,10.31,2020-03-16
131,1,18.31,2022-04-05
326,4,4.29,2024-11-15
186,3,6.43,2024-02-26
350,3,19.31,2020-10-02
10,4,15.44,2025-04-14
250,3,11.56,2020-07-24
303,1,5.95,2022-08-25
417,3,7.07,2020-02-10
159,1,15.14,2025-03-16
440,2,14.33,2020-08-21
55,4,14.01,2025-01-08
421,4,14.56,2020-06-21
302,3,6.42,2023-01-03
428,3,11.22,2025-10-05
445,1,7.35,2025-05-02
128,1,15.57,2023-12-29
211,2,11.57,2023-05-26
269,1,7.75,2020-11-16
395,3,10.33,2020-03-18
168,3,4.55,2023-03-26
225,1,18.27,2020-02-12
297,4,3.19,2024-11-04
182,2,16.39,2023-05-21
265,2,8.14,2025-01-05
386,4,9.48,2020-01-08
232,1,8.41,2022-04-25
91,1,5.55,2023-11-07
94,2,7.34,2025-06-16
55,1,18.8,2022-12-14
343,2,18.6,2021-06-27
244,4,5.16,2023-08-03
57,2,3.32,2023-09-06
138,4,18.07,2020-11-29
143,3,19.46,2025-08-03
159,4,17.41,2025-07-19
224,4,14.35,2021-12-07
471,2,15.11,2023-08-30
347,3,18.22,2023-12-30
142,2,14.43,2022-10-17
342,4,13.84,2023-08-20
139,4,11.43,2024-03-31
461,2,3.34,2024-09-21
134,2,18.01,2023-12-05
265,1,15.71,2025-05-25
177,2,6.99,2025-04-21
320,1,8.81,2020-08-06
279,4,18.74,2020-08-10
42,4,13.31,2025-09-02
478,3,19.07,2021-01-24
437,1,3.86,2021-08-26
80,1,18.25,2022-09-04
365,4,5.71,2025-08-12
70,3,16.98,2025-02-20
398,2,7.77,2023-12-27
395,2,13.33,2025-02-04
252,2,7.2,2025-04-04
431,2,15.3,2021-07-27
461,1,6.61,2025-04-17
236,3,10.47,2022-11-14
337,4,8.78,2020-07-10
283,3,14.58,2020-12-15
19,4,18.67,2020-12-07
73,3,17.16,2025-06-28
61,4,7.47,2024-06-03
174,3,16.87,2024-07-02
313,3,15.0,2025-08-05
391,2,17.87,2022-09-14
262,2,18.67,2023-10-18
144,1,5.21,2020-01-15
294,3,19.1,2020-11-11
258,1,16.71,2020-03-10
483,1,7.27,2022-04-22
108,2,11.49,2020-07-16
46,4,9.12,2020-06-20
328,4,6.35,2023-03-08
417,2,8.97,2022-08-21
83,2,18.28,2022-04-25
353,3,11.88,2022-09-09
309,1,13.19,2024-07-06
416,3,16.72,2021-09-13
148,2,13.92,2021-05-29
241,1,10.05,2020-08-02
434,3,11.97,2025-01-11
59,4,11.48,2021-08-16
483,1,4.18,2021-10-27
196,4,5.54,2023-04-11
433,2,11.57,2020-02-05
274,3,13.2,2020-02-12
381,2,13.01,2022-11-24
376,3,4.26,2024-10-04
178,4,17.26,2023-12-03
487,3,6.78,2022-05-20
218,1,12.25,2025-08-11
402,4,12.85,2022-03-23
44,1,17.7,2022-12-22
131,3,3.18,2022-08-17
374,1,4.38,2021-10-11
439,4,14.58,2022-10-23
191,1,4.41,2024-12-09
81,2,10.23,2022-07-18
252,4,14.82,2023-12-06
423,3,18.26,2022-02-11
278,3,8.05,2022-01-09
32,2,11.44,2022-09-02
314,4,17.36,2025-07-18
404,2,11.67,2023-06-08
497,4,19.12,2023-09-02
282,1,16.95,2020-07-10
455,4,15.79,2025-03-21
327,3,6.95,2025-01-17
65,4,15.17,2020-10-31
294,4,14.78,2023-08-15
228,1,12.35,2020-01-30
94,3,19.81,2021-02-28
234,1,5.21,2024-07-04
360,1,19.22,2024-03-30
138,4,6.26,2020-08-05
228,1,7.1,2022-08-12
245,3,4.19,2024-09-09
217,1,16.67,2025-08-24
15,1,19.11,2024-01-27
240,2,12.3,2022-07-23
7,4,16.98,2023-02-11
144,4,5.58,2023-09-06
28,3,18.17,2021-12-17
99,4,16.35,2022-06-06
347,4,10.27,2022-04-07
496,1,16.68,2021-03-22
404,2,7.42,2023-06-19
123,1,15.69,2021-08-01
78,1,13.51,2022-05-15
30,3,5.66,2024-07-04
328,3,15.27,2020-02-07
262,3,14.77,2020-07-10
276,4,12.67,2024-07-12
400,4,13.02,2022-09-08
102,3,13.43,2023-08-19
166,1,4.18,2021-05-02
439,4,10.85,2025-05-01
195,4,9.33,2022-11-17
449,1,14.6,2021-05-30
33,3,10.33,2022-03-08
70,4,9.67,2021-09-26
296,2,8.81,2024-09-01
77,1,11.33,2025-06-28
497,4,4.95,2020-04-04
136,4,18.63,2021-09-19
48,2,4.17,2022-10-20
318,4,5.83,2023-09-12
236,3,16.02,2025-08-28
498,4,17.09,2020-04-14
12,2,13.06,2024-09-11
147,2,6.61,2020-04-09
459,2,7.73,2023-05-28
324,1,17.98,2021-03-18
83,1,19.49,2020-05-30
158,2,8.22,2023-07-19
244,1,12.77,2021-01-23
260,3,6.15,2023-11-02
202,1,12.99,2024-06-14
128,2,15.24,2025-02-08
141,2,14.3,2024-04-03
334,2,11.21,2021-03-01
300,2,16.5,2024-12-20
71,4,15.57,2021-03-06
499,4,17.47,2024-07-26
201,1,5.7,2022-05-24
400,4,18.57,2022-08-24
115,2,11.47,2022-10-03
257,2,13.2,2023-01-03
492,4,18.21,2022-08-13
452,3,16.86,2022-12-31
381,4,11.55,2023-11-06
276,3,13.98,2021-03-17
342,4,9.35,2024-06-29
470,2,16.64,2022-12-31
95,3,5.74,2020-01-13
56,4,3.89,2021-08-31
290,2,18.05,2023-09-13
4,1,6.97,2025-04-17
24,4,6.08,2021-05-31
216,4,15.88,2025-08-30
105,3,11.67,2024-12-19
398,1,5.43,2025-01-30
118,2,13.42,2022-04-12
124,3,3.05,2023-06-18
397,4,17.5,2022-07-08
223,3,8.86,2024-12-27
393,1,10.52,2024-09-13
378,3,9.05,2023-11-11
371,3,6.77,2020-06-21
77,3,12.97,2020-08-23
396,3,19.55,2025-09-12
347,2,5.12,2024-09-09
51,4,15.82,2024-07-12
114,4,6.61,2025-04-27
259,3,10.66,2023-10-24
196,3,11.65,2025-09-27
11,4,15.2,2022-11-04
169,4,3.44,2025-02-14
273,3,15.17,2020-02-13
290,3,3.49,2024-12-28
272,3,14.89,2023-05-16
26,1,6.35,2025-02-13
117,2,7.3,2021-04-10
358,2,9.95,2021-09-26
162,3,3.93,2020-06-05
184,2,13.87,2023-08-01
406,1,16.87,2020-04-09
329,3,3.07,2021-07-30
416,1,6.7,2023-09-08
204,4,17.18,2023-11-27
90,4,10.31,2023-10-30
211,3,8.24,2024-11-25
16,2,19.15,2022-06-27
321,4,10.51,2022-05-09
430,3,13.72,2025-03-03
108,3,18.08,2022-09-19
18,2,9.52,2021-11-22
245,2,14.54,2022-02-01
241,4,16.98,2025-01-17
340,4,10.2,2024-09-02
182,1,7.98,2023-12-06
81,3,4.45,2025-05-05
124,3,10.66,2021-02-28
377,2,12.98,2022-11-22
418,1,9.28,2024-02-22
329,2,13.06,2021-12-12
223,3,6.56,2023-12-21
406,2,9.73,2022-01-19
36,2,18.14,2023-03-01
493,1,15.64,2020-03-01
339,1,12.56,2022-11-19
278,1,10.1,2023-02-27
415,4,8.48,2022-09-02
435,1,7.71,2025-09-12
475,4,11.31,2021-09-23
160,1,11.27,2022-10-20
333,3,10.76,2022-09-05
38,2,18.04,2022-11-02
126,2,12.83,2021-10-14
190,2,19.07,2024-07-07
269,1,9.34,2021-11-27
480,3,16.96,2020-08-31
66,1,16.9,2022-01-13
243,3,14.69,2020-02-12
438,1,7.13,2020-03-02
393,2,13.88,2021-05-25
387,1,19.86,2020-01-07
305,3,17.95,2025-03-29
199,1,3.82,2022-09-11
273,3,5.94,2022-04-08
228,1,10.24,2022-05-23
486,4,9.21,2022-04-28
142,3,12.36,2020-12-23
134,2,9.39,2020-01-20
406,1,13.35,2024-11-15
71,4,15.36,2020-03-24
430,1,11.24,2023-02-18
4,4,13.88,2022-04-19
26,1,6.01,2022-05-08
7,2,3.56,2023-02-08
103,2,12.96,2024-12-25
431,1,4.01,2022-02-27
232,3,7.99,2024-05-03
317,4,4.85,2021-10-22
412,3,19.71,2021-09-04
396,2,13.56,2025-03-11
156,4,12.33,2024-07-17
28,4,17.84,2024-11-05
97,4,5.1,2021-09-23
104,3,14.49,2024-07-05
274,1,6.28,2023-11-11
267,3,4.31,2021-08-19
485,3,9.49,2020-09-18
290,3,10.84,2022-02-22
32,3,13.37,2024-10-17
296,2,6.23,2025-05-04
13,2,6.98,2025-05-07
436,4,18.56,2021-10-17
360,4,4.98,2023-04-20
216,2,3.52,2021-03-04
314,2,9.62,2023-05-31
373,4,11.62,2025-04-13
381,3,8.98,2023-05-11
70,4,15.1,2024-04-28
265,2,15.8,2022-08-15
268,3,9.84,2024-12-28
153,3,8.23,2021-03-20
427,1,6.09,2021-12-14
156,3,8.75,2023-06-03
150,1,7.68,2021-10-17
131,2,16.7,2023-02-07
266,1,3.05,2024-09-12
81,1,7.12,2020-04-27
77,2,12.4,2020-03-25
447,1,13.53,2024-08-17
400,2,13.04,2022-07-08
327,3,12.04,2021-12-16
425,4,12.18,2020-05-23
68,3,9.37,2023-12-29
287,2,12.91,2023-10-28
200,3,9.1,2022-08-01
383,3,3.86,2025-03-19
420,1,4.17,2023-02-02
82,4,16.79,2022-12-02
127,3,17.91,2025-10-08
440,3,5.26,2021-11-22
449,4,18.3,2021-09-07
267,3,14.36,2025-05-20
92,4,18.98,2020-01-19
426,3,9.1,2024-12-17
104,3,9.52,2023-04-03
367,3,19.5,2020-07-17
318,3,12.39,2023-10-10
250,3,19.27,2023-07-13
93,3,5.83,2021-11-11
449,2,5.04,2023-09-08
442,3,13.58,2020-10-26
354,1,11.84,2025-10-10
337,3,17.2,2022-06-15
215,3,4.23,2025-06-06
109,3,4.83,2022-10-22
63,1,3.61,2022-03-10
39,1,14.85,2025-02-24
169,3,15.41,2024-08-26
3,3,10.42,2021-11-18
7,4,19.12,2022-10-03
404,1,11.5,2020-02-20
226,1,13.32,2020-08-06
217,4,12.1,2020-08-07
287,4,13.25,2023-06-23
156,3,8.59,2023-03-25
114,3,14.51,2024-02-03
184,4,6.46,2022-07-28
209,3,16.76,2020-07-28
69,1,10.19,2020-02-13
403,4,16.93,2022-03-12
22,2,4.1,2022-08-21
166,3,5.0,2022-11-05
137,3,18.2,2020-04-27
279,1,10.57,2024-03-30
105,3,5.62,2021-07-07
408,1,3.26,2022-02-08
58,2,14.55,2022-10-17
482,1,5.47,2023-02-27
23,3,6.79,2024-05-24
22,3,19.15,2020-01-30
263,1,7.55,2023-07-13
463,2,19.25,2025-03-22
410,2,17.82,2023-04-01
483,1,15.13,2022-08-15
366,2,7.2,2022-04-28
486,3,13.22,2022-05-13
27,3,14.71,2024-06-28
263,3,16.17,2024-06-11
71,3,19.86,2020-09-18
138,4,18.33,2023-03-16
448,3,10.35,2023-04-25
409,3,12.49,2025-09-22
18,1,7.61,2022-07-02
188,4,9.66,2020-09-10
421,3,9.76,2022-01-23
97,3,4.43,2023-08-20
210,3,14.35,2020-04-09
53,3,8.49,2025-05-04
401,1,15.55,2024-09-10
268,2,7.93,2023-08-26
276,1,10.21,2020-02-20
464,2,13.59,2025-03-29
253,2,5.04,2024-09-20
327,2,9.22,2022-09-02
52,3,19.32,2024-12-08
245,4,16.22,2025-04-21
416,3,14.68,2020-11-02
249,1,19.55,2023-09-23
317,2,14.47,2022-12-31
437,4,3.75,2025-02-07
353,3,16.47,2023-12-26
45,2,17.23,2024-06-14
255,4,4.54,2024-08-26
146,3,13.0,2020-06-04
475,1,7.31,2020-10-05
275,2,3.34,2023-10-31
384,2,14.06,2025-09-14
113,4,15.34,2021-06-17
188,2,11.65,2023-06-17
497,2,5.17,2022-06-26
81,2,11.39,2024-06-20
58,3,19.8,2024-07-10
43,1,16.56,2020-04-27
302,1,3.05,2023-09-03
155,2,16.04,2021-12-03
32,4,5.15,2022-11-14
156,3,19.0,2024-11-24
386,3,11.67,2020-07-11
25,2,17.81,2020-08-04
384,4,16.57,2024-07-30
312,1,8.5,2024-02-12
340,2,11.24,2024-06-07
111,1,7.82,2023-12-11
409,3,11.81,2022-10-22
7,4,9.95,2021-12-08
167,4,16.7,2025-08-04
389,1,19.8,2025-03-27
418,2,5.01,2023-04-11
113,1,13.42,2025-04-15
180,2,7.99,2025-07-15
56,2,17.43,2021-01-06
280,4,19.26,2024-08-08
434,1,12.13,2020-12-25
438,4,8.65,2020-09-09
311,3,19.42,2022-02-23
290,2,9.57,2020-03-21
495,2,19.79,2024-06-03
286,2,4.83,2020-02-04
101,3,3.89,2021-09-21
403,1,10.22,2021-01-30
396,3,11.19,2021-06-01
98,3,16.32,2020-07-17
350,4,10.64,2020-01-14
120,4,13.25,2022-09-09
54,2,8.98,2024-10-20
209,2,15.75,2023-11-16
127,1,9.74,2022-10-15
295,4,8.32,2021-02-05
72,2,13.64,2022-12-25
409,3,7.29,2022-07-31
379,4,18.87,2025-05-04
310,3,17.44,2021-10-19
285,2,10.46,2022-11-15
103,3,14.2,2020-08-17
166,1,14.19,2020-03-09
377,2,6.08,2023-03-20
440,3,6.65,2023-11-29
30,1,13.64,2022-05-01
208,1,3.49,2024-01-07
86,3,7.59,2020-03-28
251,1,7.65,2022-08-18
154,1,8.13,2022-11-15
415,4,16.0,2022-05-14
143,4,17.25,2024-05-11
105,2,8.01,2024-08-23
358,1,7.13,2021-08-06
361,1,4.16,2021-01-11
442,4,6.56,2022-08-10
376,1,16.66,2023-04-07
188,3,19.5,2024-10-05
124,3,14.02,2021-11-03
258,3,16.54,2025-04-12
484,1,14.84,2023-05-31
399,1,5.41,2020-03-18
102,4,5.6,2022-08-18
462,1,19.37,2020-11-29
475,2,14.97,2024-01-25
348,2,9.08,2023-07-29
327,1,12.9,2024-09-04
186,3,11.2,2022-10-10
33,1,7.43,2020-09-23
463,2,16.75,2025-06-18
331,2,7.02,2023-05-23
320,1,14.64,2023-07-26
70,1,9.17,2020-07-07
369,2,9.16,2025-07-15
109,1,8.43,2024-06-05
259,3,7.86,2020-11-08
376,1,16.37,2024-12-13
117,4,10.21,2021-09-13
159,1,14.21,2024-08-20
438,3,14.16,2022-08-28
90,4,13.76,2021-01-25
460,2,15.44,2023-12-26
375,2,17.01,2020-07-04
163,4,15.9,2021-08-10
327,1,6.48,2025-05-24
23,3,17.8,2024-08-14
270,4,13.44,2024-08-06
15,3,3.44,2020-04-25
311,4,9.03,2025-05-07
241,2,4.16,2020-03-16
27,3,7.74,2023-04-12
254,4,19.83,2025-07-01
285,1,5.23,2022-10-11
148,4,8.18,2022-10-27
66,1,12.12,2022-11-20
35,4,16.69,2025-03-27
68,1,13.77,2021-06-01
215,1,4.9,2021-10-13
234,4,14.12,2023-07-09
149,4,11.97,2025-03-14
49,2,14.31,2023-08-09
258,1,18.51,2025-04-13
376,3,17.86,2023-06-07
419,2,8.13,2022-05-26
414,4,13.25,2022-10-01
50,3,8.64,2022-09-21
8,1,3.65,2020-04-15
89,1,3.66,2022-09-13
295,1,11.2,2020-11-20
401,3,10.69,2024-10-05
402,4,15.25,2023-03-07
114,1,13.26,2020-01-04
328,3,3.16,2021-05-12
211,4,10.62,2024-03-10
313,2,14.88,2023-02-13
50,1,14.13,2021-04-17
434,4,3.9,2025-05-03
141,3,6.6,2025-05-16
237,3,8.15,2022-05-26
204,3,3.62,2021-03-31
234,3,5.02,2020-12-16
409,4,8.37,2025-04-22
145,4,4.53,2020-02-21
399,4,4.83,2025-08-02
186,1,12.18,2022-01-26
98,1,17.45,2024-12-23
40,2,7.97,2024-03-04
100,4,5.89,2020-12-23
470,4,10.95,2021-03-23
43,4,7.04,2025-02-21
121,3,12.12,2022-11-12
167,3,6.3,2025-08-22
56,4,3.81,2025-07-05
184,4,11.93,2024-12-21
406,4,3.7,2023-06-07
272,2,4.0,2025-02-18
258,1,3.11,2020-09-27
1,4,13.14,2021-12-30
452,3,9.28,2024-08-01
367,2,16.94,2024-07-10
123,2,3.35,2022-03-15
102,2,19.76,2021-10-07
157,1,12.22,2020-12-27
394,1,5.25,2022-08-01
247,2,12.88,2020-11-29
271,3,15.74,2021-09-04
112,3,13.41,2024-04-26
389,2,12.74,2020-06-06
224,2,5.64,2021-03-03
495,1,3.16,2023-12-16
138,1,11.11,2022-08-20
373,2,17.07,2024-09-15
302,4,7.59,2020-05-10
65,3,19.95,2023-11-16
3,1,16.89,2022-05-22
276,2,12.11,2022-05-29
145,3,17.21,2024-04-09
218,3,5.48,2025-05-30
276,2,19.22,2025-08-03
347,2,19.32,2023-04-17
95,3,10.16,2020-01-29
151,3,11.85,2024-06-28
107,2,17.94,2024-11-07
82,1,12.01,2024-11-26
385,2,14.05,2022-05-25
447,3,13.14,2021-05-10
159,2,12.46,2020-02-01
86,4,12.74,2025-03-15
220,1,6.07,2024-10-01
48,3,5.57,2023-08-19
100,4,6.41,2024-03-06
230,3,8.07,2021-11-14
227,2,4.46,2025-02-01
225,4,4.21,2025-08-18
371,3,14.15,2025-07-20
442,1,7.31,2023-01-24
406,1,16.93,2022-01-22
18,1,4.04,2021-05-06
7,1,16.8,2024-09-22
33,2,17.85,2021-11-22
128,2,18.01,2020-05-16
288,2,3.25,2025-01-17
456,3,15.53,2021-01-12
77,2,9.84,2021-05-13
463,1,8.51,2020-05-08
40,2,9.86,2022-03-28
362,2,17.62,2020-02-28
394,2,17.86,2024-12-13
308,3,12.53,2021-03-15
344,1,7.16,2025-08-22
172,2,3.46,2023-11-26
203,1,14.38,2023-02-15
23,4,9.18,2023-06-09
375,3,18.05,2024-09-01
164,4,18.51,2023-02-05
276,3,16.89,2023-06-16
482,3,11.26,2024-01-29
297,1,8.49,2021-04-16
430,2,3.21,2022-08-04
112,4,19.25,2023-09-04
79,3,11.35,2025-05-26
79,1,8.24,2025-10-11
358,4,9.66,2022-02-23
227,2,14.17,2024-09-11
374,1,3.4,2024-03-27
169,3,17.88,2020-02-10
158,2,9.48,2024-08-10
426,2,11.45,2022-04-14
73,1,5.74,2020-06-05
448,3,12.33,2022-09-06
476,1,12.5,2022-09-05
365,3,6.93,2020-04-29
140,3,18.1,2024-07-14
378,3,9.06,2024-12-27
227,4,14.02,2021-06-18
110,1,6.54,2023-12-28
34,3,11.45,2022-10-28
98,1,16.0,2022-07-08
211,1,9.25,2021-03-09
228,4,19.09,2022-10-30
222,4,16.5,2025-04-11
382,4,13.63,2024-01-24
441,3,11.61,2023-09-03
151,1,16.97,2025-04-19
257,3,16.98,2022-03-21
172,3,18.29,2025-04-07
31,4,3.2,2023-05-30
454,3,12.26,2023-02-18
462,1,11.0,2020-09-19
267,2,13.96,2022-03-06
483,1,5.96,2023-05-31
395,1,7.47,2020-01-20
319,4,10.03,2024-02-08
264,1,14.99,2021-01-16
270,2,18.51,2020-07-14
3,3,8.51,2025-08-16
499,3,9.85,2023-01-05
143,1,7.57,2020-01-12
455,3,10.06,2025-04-05
304,1,8.09,2022-05-18
36,1,10.67,2024-03-21
160,4,7.79,2023-05-03
474,4,7.67,2023-10-19
443,4,14.99,2025-02-04
257,3,17.89,2025-06-01
66,1,7.65,2023-10-27
248,3,12.84,2025-06-23
363,3,15.16,2023-10-29
487,1,16.38,2021-02-28
212,2,14.57,2023-02-09
23,4,5.24,2023-10-24
489,1,19.77,2024-01-18
270,3,17.54,2023-07-17
33,3,10.29,2025-10-07
309,2,14.95,2020-12-08
53,1,3.37,2020-04-30
104,2,11.75,2021-07-10
153,2,19.36,2024-11-27
395,3,8.73,2025-02-04
405,4,16.57,2020-01-23
314,4,3.45,2023-12-26
341,4,18.27,2021-03-20
441,3,13.06,2020-07-18
428,4,13.42,2025-07-24
400,3,8.75,2024-12-07
334,4,7.23,2023-02-18
52,1,5.93,2020-03-03
223,3,17.13,2020-09-11
172,4,3.41,2022-05-21
358,3,13.27,2020-12-28
355,2,9.57,2024-01-19
398,3,6.54,2025-07-08
204,2,7.84,2023-06-07
362,4,14.8,2023-02-06
269,2,4.73,2025-03-30
381,1,11.46,2025-05-19
248,1,18.57,2024-12-23
74,2,6.74,2020-07-19
448,1,8.59,2023-09-29
460,3,7.52,2022-04-29
226,4,18.08,2022-04-29
308,3,9.78,2022-04-04
284,2,9.14,2025-08-28
112,4,10.83,2023-04-15
172,1,6.02,2023-09-26
441,2,19.0,2024-12-08
153,4,4.11,2021-12-31
302,4,14.24,2020-12-04
67,1,7.91,2022-05-01
355,2,15.49,2025-07-13
168,4,14.17,2025-09-28
66,1,3.66,2021-10-25
296,2,3.99,2024-08-09
133,3,16.79,2020-03-15
370,2,11.65,2023-08-25
377,3,10.08,2021-07-02
176,2,5.96,2021-02-20
340,3,8.59,2025-08-19
160,4,11.38,2022-08-28
69,1,13.44,2025-03-04
229,3,19.91,2023-09-05
374,3,4.42,2025-07-18
238,3,18.85,2023-02-13
368,4,8.82,2024-09-23
209,1,6.91,2025-08-14
115,4,3.06,2021-11-13
461,4,19.5,2024-02-27
345,2,8.61,2020-04-05
54,2,5.37,2020-06-02
69,2,5.76,2024-11-05
111,4,7.51,2025-02-14
353,3,6.7,2023-07-26
344,1,13.78,2022-10-29
141,3,7.46,2021-06-11
137,4,16.24,2023-03-31
390,3,3.74,2023-12-19
481,4,13.29,2024-07-04
485,1,17.08,2020-07-22
346,3,7.26,2025-06-28
261,2,11.14,2020-05-11
21,2,16.34,2024-11-29
228,1,10.5,2021-08-10
94,2,19.35,2022-05-04
388,2,11.31,2020-01-13
445,2,16.2,2021-02-01
161,1,11.66,2020-08-08
466,1,13.21,2023-07-29
499,1,17.33,2023-01-21
146,3,4.9,2024-04-16
22,3,6.81,2020-06-21
181,3,4.74,2024-01-29
378,2,13.28,2025-07-05
216,4,10.06,2020-10-11
232,2,13.14,2020-11-11
369,1,15.69,2024-02-02
251,3,14.5,2024-10-12
245,4,11.96,2022-11-19
157,3,16.23,2024-09-11
3,3,4.27,2020-06-29
129,1,12.24,2020-09-11
362,4,19.67,2022-03-16
279,3,7.72,2024-02-19
186,1,17.17,2025-09-17
391,3,4.21,2025-04-08
396,4,10.17,2021-07-14
102,3,7.09,2020-10-02
185,1,12.45,2023-03-12
10,3,12.66,2023-03-07
284,3,15.68,2021-09-16
144,1,8.17,2022-04-19
209,2,4.96,2025-03-17
330,4,19.32,2024-09-18
390,2,15.84,2021-11-26
141,3,14.82,2025-04-27
486,3,12.35,2022-06-05
144,3,13.8,2024-02-07
356,1,6.64,2020-05-03
154,2,8.25,2020-03-13
90,3,11.52,2025-10-06
309,2,10.34,2021-09-17
84,1,14.12,2022-03-25
145,2,15.37,2020-05-20
284,1,15.1,2023-03-20
46,2,15.91,2025-09-04
476,3,6.8,2023-05-31
19,4,18.25,2025-06-15
81,2,6.64,2021-09-10
429,2,3.78,2021-07-20
240,4,16.35,2021-12-04
136,4,4.54,2024-09-16
492,1,4.12,2020-12-03
427,3,12.38,2025-05-16
176,3,13.58,2024-07-05
72,3,12.39,2023-06-08
320,1,16.98,2021-04-18
257,3,16.13,2021-12-07
149,1,16.04,2024-08-30
12,2,7.44,2023-02-04
206,1,19.08,2024-01-14
322,1,11.9,2024-05-22
227,1,10.63,2021-06-15
245,1,5.43,2021-02-09
66,4,4.49,2023-01-04
40,2,3.3,2020-10-27
464,1,17.79,2022-08-31
408,4,18.04,2024-03-25
381,3,9.96,2025-01-21
314,1,4.1,2022-10-23
80,3,11.67,2020-10-27
436,3,4.1,2024-11-12
4,1,8.73,2020-12-29
179,1,15.77,2021-08-23
322,4,6.11,2022-08-26
349,2,11.48,2024-02-24
414,4,8.26,2024-06-07
285,4,6.34,2025-09-17
45,2,11.29,2025-01-01
220,3,17.04,2025-04-04
69,1,4.03,2020-06-26
136,2,13.87,2021-04-20
168,2,16.59,2022-06-30
59,1,7.45,2022-10-29
463,1,7.48,2021-08-15
266,3,8.92,2025-07-09
208,4,10.8,2022-05-31
42,1,8.07,2023-10-24
214,3,10.36,2025-06-30
304,4,14.13,2020-01-09
136,4,16.05,2025-03-23
86,3,8.3,2022-09-29
278,4,5.81,2022-07-21
240,1,10.99,2021-04-30
311,2,8.93,2023-03-03
440,2,8.86,2021-04-18
161,3,13.54,2022-11-13
362,3,8.14,2021-09-09
118,3,5.78,2024-04-10
265,1,17.67,2025-07-03
113,1,18.87,2022-01-05
233,3,8.6,2023-05-25
272,1,11.49,2025-03-09
430,4,19.8,2020-09-10
185,3,18.55,2022-06-12
99,2,10.12,2024-07-07
221,1,14.16,2025-05-17
378,3,6.79,2023-01-11
261,1,18.41,2024-01-05
148,3,19.89,2021-03-06
475,2,13.67,2021-09-28
230,3,19.86,2023-06-05
187,2,9.94,2020-02-02
161,2,11.8,2023-04-26
210,3,10.31,2021-05-10
310,4,10.04,2022-08-24
277,4,5.62,2024-11-19
178,2,19.94,2025-04-14
254,1,15.02,2020-03-08
441,1,14.57,2024-10-19
443,4,8.47,2025-01-11
486,3,5.98,2023-11-05
76,3,13.09,2023-02-07
70,2,15.21,2021-11-23
339,2,4.46,2022-08-25
473,3,5.33,2023-10-26
401,1,17.29,2023-06-18
242,1,7.79,2020-03-16
